title;phones;city;address;instagram;whatsapp;e-mails;url
DEL CAPPUCCINO;+7‒700‒336‒61‒41;almaty;улица Толе би, 64;https://www.instagram.com/del.cappuccino/;https://api.whatsapp.com/send/?phone=77003366141&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;koshkarov@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/2/firm/70000001054834712/76.945836%2C43.254726
ШАШЛЫК МАШЛЫК;+7‒702‒222‒24‒88,+7‒702‒222‒29‒20;almaty;улица Богенбай батыра, 61;https://www.instagram.com/shashlik_mashlik_almaty/;https://api.whatsapp.com/send/?phone=77022222488&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;www.tiktok.com,qost70@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/2/firm/70000001062363701/76.962934%2C43.25451
KIM CHI;+7‒775‒888‒00‒70;almaty;микрорайон Орбита 2, 6;https://www.instagram.com/kimchi.almaty/;https://api.whatsapp.com/send/?phone=77758880070&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;kim_chi_20@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/2/firm/70000001038275580/76.887139%2C43.197157
VILKA;+7‒707‒339‒40‒49,+7‒707‒771‒12‒82;almaty;улица Казыбек би, 105;https://www.instagram.com/vilka.cafe/;;www.vilka.kz;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/2/firm/70000001026518282/76.934199%2C43.255998
DAMI;+7‒705‒101‒53‒53;almaty;улица Розыбакиева, 153а;https://www.instagram.com/dami_cafealmaty/;https://api.whatsapp.com/send/?phone=77051015353&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/2/firm/70000001057795375/76.891746%2C43.220577
DOSE;+7‒771‒444‒58‒28;almaty;улица Толе би, 50-54;https://www.instagram.com/dose_almaty/;https://api.whatsapp.com/send/?phone= 77714445828&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/2/firm/70000001063851794/76.94989%2C43.255005
AVENUE;+7‒700‒979‒79‒00;almaty;улица Мынбаева, 53;https://www.instagram.com/avenue_almaty/;https://api.whatsapp.com/send/?phone=77019797921&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;avenue_club@bk.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/2/firm/9429940001071986/76.902776%2C43.237634
ELIXIR;+7‒747‒500‒03‒57;almaty;12-й микрорайон, 24;https://www.instagram.com/elixir_altynsarina/;https://api.whatsapp.com/send/?phone=77475000356&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/2/firm/70000001057054984/76.86641%2C43.223291
ИЗУМИ;+7‒705‒304‒08‒01;almaty;улица Рыскулбекова, 22;https://www.instagram.com/izumi.kz/;https://api.whatsapp.com/send/?phone=77053040801&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;izumikz2018@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001029405784/76.878744%2C43.206149
TURAN;;almaty;улица Рабат, 18;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001035135116/76.839596%2C43.212018
МУЛАН;+7‒747‒757‒58‒87;almaty;микрорайон Алмагуль, 39;https://www.instagram.com/mulan_hogo_centr/;https://api.whatsapp.com/send/?phone=77479525277&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;mulanhogo@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001057240315/76.903713%2C43.204156
QR RESTOBAR;+7‒775‒416‒87‒50,+7‒701‒805‒11‒11;almaty;улица Каратоган, 3;https://www.instagram.com/qr_restobar/;https://api.whatsapp.com/send/?phone=77754168750&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001052024319/76.825423%2C43.247302
МЯТА НА АЛТЫНСАРИНА;+7‒701‒735‒55‒88;almaty;12-й микрорайон, 24;https://www.instagram.com/myata_altynsarina/;;redalmaty@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001034522943/76.86641%2C43.223291
ШАШЛЫЧНЫЙ ДВОР;+7‒707‒583‒90‒69;almaty;улица Шемякина, 274;;https://api.whatsapp.com/send/?phone=77075839069&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001037156569/76.96708%2C43.31126
BEREKET;+7‒701‒557‒77‒76;almaty;микрорайон Самал-2, 98;https://www.instagram.com/bereket.almaty/;https://api.whatsapp.com/send/?phone=77015577776&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;bereketkafekzalmaty@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001026128849/76.953547%2C43.232694
BEER GARDEN;;almaty;улица Муратбаева, 195;https://www.instagram.com/beer_garden_almaty/;;beergardenpub.kz@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001029883529/76.919253%2C43.247262
МЯТА НА ЖАНДОСОВА;+7‒705‒555‒46‒46;almaty;улица Умбетбаева, 183;https://www.instagram.com/myata_zhandosova/;https://api.whatsapp.com/send/?phone=77055554646&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001028942630/76.89679%2C43.23108
HANIFA;+7‒775‒250‒86‒68,+7‒701‒130‒38‒38;almaty;проспект Райымбека, 176;https://www.instagram.com/hanifa_halal_cafe/;https://api.whatsapp.com/send/?phone=77011303838&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;hanifa_halal_cafe@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001057210706/76.918482%2C43.267527
МАЛЕНЬКИЙ ПРИНЦ;+7‒778‒057‒27‒57;almaty;улица Толе би, 265;https://www.instagram.com/malenkiy_princ_almaty/;https://api.whatsapp.com/send/?phone=77780572757&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001044444614/76.871086%2C43.249055
MASISSO;+7‒777‒206‒01‒01,+7 (727) 273‒24‒57;almaty;проспект Назарбаева, 57;https://www.instagram.com/masisso_korean_bbq/;https://api.whatsapp.com/send/?phone=77772060101&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;masisso_na_furmanova@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/9429940001695220/76.945203%2C43.264324
ЛАГМАН TOWN;+7‒700‒487‒13‒63;almaty;улица Жайдарман, 42;https://www.instagram.com/lagman_town/;https://api.whatsapp.com/send/?phone=77004871363&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;lagmantown@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001032522970/76.827719%2C43.225334
ROTANA GRILL LOUNGE;+7‒747‒666‒97‒92;almaty;проспект Сейфуллина, 410;https://www.instagram.com/rotana.grill.lounge/;https://api.whatsapp.com/send/?phone=77476669792&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;rotana2022@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001043707008/76.931657%2C43.265608
SAF SHAIKHANA;+7‒701‒012‒50‒60,+7‒747‒353‒83‒13;almaty;улица Жаркентская, 25;https://www.instagram.com/saf.almaty/;https://api.whatsapp.com/send/?phone=77473538313&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001052939856/76.950128%2C43.21885
ГЛАМУР;+7‒702‒168‒31‒23,+7‒707‒568‒58‒34;almaty;улица Хмельницкого, 41;https://www.instagram.com/glamur_almaty_/;https://api.whatsapp.com/send/?phone=77021683123&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001059273785/76.968762%2C43.321596
PRESSO;+7‒701‒539‒78‒58;almaty;улица Толе би, 50-54;https://www.instagram.com/by_presso/;https://api.whatsapp.com/send/?phone=77015397858&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;www.presso.kz,anna.kim@presso.kz;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/9429940001695197/76.949516%2C43.254978
DREAMS ALMATY;+7‒705‒140‒00‒10,+7‒747‒117‒47‒83;almaty;улица Каирбекова, 35а;https://www.instagram.com/hookah_dreams_almaty/;https://api.whatsapp.com/send/?phone=77471174783&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;hd_almaty@bk.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001031629360/76.96112%2C43.260461
